app_dataGenerationInterval,constraintAreaMaxX,constraintAreaMaxY,mobility_noOfLocations,mobility_Hosts,mobility_speed,numNodes,app_dataSizeInBytes,forwarding_maximumCacheSize,peakdiskspaceusedbytes,peakramusedsimbytes,peakramusedresultsbytes,totaljobclocktimesec,mobility_nodeId,applicationLayer_KHeraldAppForDifferentiatedTraffic,applicationLayer_KMessengerApp,forwardingLayer_KKeetchiLayer,forwardingLayer_KOptimumDelayRoutingLayer,forwardingLayer_KProphetRoutingLayer,forwardingLayer_KRRSLayer,forwardingLayer_KSpraywaitRoutingLayer,linkLayer_KWirelessInterfaceWithContactTraces,mobilityType_SWIMMobility,mobilityType_ContactTraces
30,450,550,150,100,5.0,125,10000,5000000,21330796100,10847305728,8824033280,3481.944088,0,0,0,0,0,1,0,0,0,1,0
1,500,1500,350,100,14.0,85,10000,5000000,15777279518,4751941632,5778337792,1948.615796,0,0,1,0,0,0,0,1,0,1,0
65,1600,1600,200,70,5.0,75,10000,5000000,12028306031,2754560000,5693243392,1080.255044,0,0,0,0,0,1,0,0,0,1,0
60,700,700,200,120,9.5,100,10000,100000000,25242483772,4691202048,5905178624,3111.747682,0,0,1,0,0,0,1,0,0,1,0
60,700,700,200,120,10.5,100,10000,100000000,15873364047,4446388224,5758455808,1907.837039,0,0,1,1,0,0,0,0,0,1,0
60,700,700,200,120,9.5,100,10000,100000000,29782422220,5521113088,6239072256,3499.55231,0,0,0,0,0,0,1,0,0,1,0
60,700,700,200,120,10.5,100,10000,100000000,16970067860,5282643968,5879013376,1832.508865,0,0,0,1,0,0,0,0,0,1,0
90,700,700,200,120,9.5,111,10000,5000000,31035500086,5742456832,8805117952,3388.868699,0,0,1,0,0,0,0,0,0,1,0
9,500,500,100,50,15.0,84,10000,5000000,50956944782,4433043456,6333800448,5078.32829,0,0,1,0,0,0,0,0,0,1,0
90,700,700,200,120,9.5,100,10000,5000000,26004589202,5170749440,5910667264,2761.169653,0,0,1,0,0,0,0,0,0,1,0
90,700,700,200,120,9.5,100,10000,5000000,20978964943,6022008832,5918593024,2083.993707,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,90,10000,5000000,22823133771,5530382336,5944475648,2121.372063,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,98,10000,100000000,8293405446,5491380224,2628792320,4266.784844,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293579464,5491380224,2628792320,4175.633496,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293405446,5491380224,2628792320,4266.784844,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293579464,5491380224,2628792320,4175.633496,0,1,0,0,0,0,0,0,1,0,1
90,500,500,200,300,1.5,700,10000,1000000,128384015793,30313455616,48600375296,29397.077533,0,0,1,1,0,0,0,0,0,1,0
9,1000,1000,250,400,3.5,700,100000,100000000,171620171132,50588594176,54311993344,34827.966865,0,0,0,0,0,0,1,0,0,1,0
9,1500,1500,300,300,1.5,700,10000,1000000,167594205755,37214330880,58443530240,35325.363864,0,0,0,1,0,0,0,0,0,1,0
90,500,500,500,100,1.0,400,10000,100000,69909005254,22632894464,30706065408,12403.423075,0,0,0,0,0,0,0,1,0,1,0
90,1500,1500,200,50,2.5,500,100000,1000000,113926904347,27157118976,35903160320,19726.285012,0,0,0,1,0,0,0,0,0,1,0
90,500,500,300,500,1.5,400,10000,1000000,152798429751,20103938048,35787866112,28391.022849,0,0,1,0,0,0,0,0,0,1,0
9,1500,1500,200,100,1.5,500,10000,100000,160455175894,21932474368,36582158336,21507.863761,0,0,1,0,0,0,1,0,0,1,0
1,1500,1500,500,200,1.5,600,10000,1000000,107175528504,28619530240,47610417152,21054.405515,0,0,1,1,0,0,0,0,0,1,0
1,1000,1000,50,600,1.0,400,10000,100000,218570943137,25916841984,45342400512,30623.683244,0,0,0,0,0,0,0,1,0,1,0
9,1500,1500,150,100,3.5,400,10000,500000,100762580296,23857582080,33880936448,15640.71007,0,0,0,0,0,0,0,0,0,1,0
1,1500,1500,250,350,2.5,400,100000,1000000,227235308503,25008283648,44870123520,29018.517422,0,0,0,1,0,0,0,0,0,1,0
9,1500,1500,100,300,1.5,400,10000,500000,82471873370,89828671488,33573187584,67528.064679,0,0,0,0,0,1,0,0,0,1,0
30,1000,1000,100,300,3.5,400,10000,1000000,136309705827,17581146112,34206920704,17601.811544,0,0,1,0,0,0,1,0,0,1,0
1,1000,1000,300,300,1.5,400,100000,1000000,81649435875,19962085376,31482212352,11767.048921,0,0,1,1,0,0,0,0,0,1,0
1,1000,1000,100,700,1.0,400,10000,1000000,73139128555,21498118144,32748781568,19679.288397,0,0,1,0,0,0,0,1,0,1,0
9,1000,1000,50,400,6.0,400,100000,5000000,105270267043,20478742528,32542695424,25503.723035,0,0,1,0,0,0,0,0,0,1,0
1,500,500,500,1000,1.5,600,1000000,10000000,155188115114,32108941312,53014917120,30494.90521,0,0,1,1,0,0,0,0,0,1,0
9,1000,1000,300,200,2.5,500,1000000,1000000,108015510737,27653595136,35216338944,19707.029936,0,0,0,1,0,0,0,0,0,1,0
1,500,500,100,100,1.5,500,100000,1000000,304078826727,33364619264,55519014912,52067.839222,0,0,0,0,0,0,0,0,0,1,0
1,700,700,200,300,1.0,700,100000,5000000,134844607894,37862445056,53695074304,61177.139505,0,0,1,0,0,0,0,1,0,1,0
1,500,500,500,600,3.5,650,100000,5000000,393476197435,43749421056,74999005184,75551.311526,0,0,0,0,0,0,0,0,0,1,0
9,1000,1000,300,700,1.5,700,1000000,5000000,152076691422,41691275264,55636951040,35587.836961,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,100,500,1.5,600,1000000,10000000,134920240727,28071956480,51360202752,25598.185672,0,0,1,1,0,0,0,0,0,1,0
9,700,700,200,120,10.5,150,1000000,10000000,25570502809,7284363264,8876253184,2512.422684,0,0,1,1,0,0,0,0,0,1,0
9,700,700,200,120,9.5,100,100000,1000000,20147142933,6092623872,5961465856,1805.524818,0,0,0,0,0,0,0,0,0,1,0
1,500,500,150,75,1.5,150,1000000,100000000,79095207759,16542683136,10189967360,7305.377965,0,0,0,0,0,0,1,0,0,1,0
1,700,700,200,75,9.5,75,1000000,10000000,38590506898,4846686208,6274437120,3229.45192,0,0,0,1,0,0,0,0,0,1,0
1,500,500,150,75,3.5,75,100000,100000000,41165008794,5114576896,6209540096,3622.541864,0,0,0,0,0,0,1,0,0,1,0
60,1000,1000,150,100,10.0,100,10000,100000000,28440907278,5506895872,6315741184,3216.502912,0,0,0,0,0,0,1,0,0,1,0
30,500,500,150,75,3.5,75,10000,100000000,24132944984,4389216256,6096805888,3726.914827,0,0,0,0,0,0,1,0,0,1,0
60,700,700,100,100,10.0,100,10000,100000000,15870181634,4452741120,5771722752,2228.053711,0,0,1,1,0,0,0,0,0,1,0
90,1000,1000,100,125,1.5,125,10000,5000000,20297199025,7445479424,8721313792,2877.117358,0,0,0,0,0,1,0,0,0,1,0
60,700,700,150,100,9.0,100,10000,100000000,25741988527,4696530944,5940916224,3392.489637,0,0,1,0,0,0,1,0,0,1,0
60,700,700,100,75,3.5,75,10000,100000000,19111222867,3566174208,5801050112,2291.931762,0,0,1,0,0,0,1,0,0,1,0
1,1500,1500,150,125,1.5,125,10000,5000000,22995732696,6909030400,8834031616,3183.247609,0,0,1,0,0,0,0,1,0,1,0
30,300,400,300,500,3.5,300,10000,100000000,101406257003,14695268352,22074400768,30420.134881,0,0,1,0,0,0,1,0,0,1,0
60,300,500,200,150,4.8,200,10000,5000000,175082672910,10370363392,18098094080,24940.503185,0,0,1,0,0,0,0,0,0,1,0
30,1600,1600,150,200,10.0,250,10000,5000000,43758389236,20037541888,20252803072,13086.228329,0,0,0,0,0,1,0,0,0,1,0
100,1500,1500,200,300,1.0,400,10000,5000000,64950584233,18959122432,30001508352,12447.340405,0,0,1,0,0,0,0,1,0,1,0
90,900,900,250,150,20.0,150,10000,5000000,23568537508,7579340800,8668098560,2487.935469,0,0,1,0,0,0,0,1,0,1,0
90,1400,1400,100,200,5.0,200,10000,5000000,33751325606,16501784576,13407330304,8970.151025,0,0,0,0,0,1,0,0,0,1,0
30,450,550,150,100,5.0,125,10000,5000000,21330796100,10847305728,8824033280,3481.944088,0,0,0,0,0,1,0,0,0,1,0
1,500,1500,350,100,14.0,85,10000,5000000,15777279518,4751941632,5778337792,1948.615796,0,0,1,0,0,0,0,1,0,1,0
65,1600,1600,200,70,5.0,75,10000,5000000,12028306031,2754560000,5693243392,1080.255044,0,0,0,0,0,1,0,0,0,1,0
60,700,700,200,120,9.5,100,10000,100000000,25242483772,4691202048,5905178624,3111.747682,0,0,1,0,0,0,1,0,0,1,0
60,700,700,200,120,10.5,100,10000,100000000,15873364047,4446388224,5758455808,1907.837039,0,0,1,1,0,0,0,0,0,1,0
60,700,700,200,120,9.5,100,10000,100000000,29782422220,5521113088,6239072256,3499.55231,0,0,0,0,0,0,1,0,0,1,0
60,700,700,200,120,10.5,100,10000,100000000,16970067860,5282643968,5879013376,1832.508865,0,0,0,1,0,0,0,0,0,1,0
90,700,700,200,120,9.5,111,10000,5000000,31035500086,5742456832,8805117952,3388.868699,0,0,1,0,0,0,0,0,0,1,0
9,500,500,100,50,15.0,84,10000,5000000,50956944782,4433043456,6333800448,5078.32829,0,0,1,0,0,0,0,0,0,1,0
90,700,700,200,120,9.5,100,10000,5000000,26004589202,5170749440,5910667264,2761.169653,0,0,1,0,0,0,0,0,0,1,0
90,700,700,200,120,9.5,100,10000,5000000,20978964943,6022008832,5918593024,2083.993707,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,200,1000,15.0,90,10000,5000000,22823133771,5530382336,5944475648,2121.372063,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0.0,98,10000,100000000,8293405446,5491380224,2628792320,4266.784844,0,1,0,0,0,0,0,0,1,0,1
1,0,0,0,0,0.0,98,10000,100000000,8293579464,5491380224,2628792320,4175.633496,0,1,0,0,0,0,0,0,1,0,1
90,1200,1200,100,500,2.5,1000,100000,10000000,197175597386,54264373248,82173804544,58432.19794,0,0,0,1,0,0,0,0,0,1,0
1,1500,1500,100,250,1.5,950,100000,1000000,594131168161,63313211392,145027297280,133625.162876,0,0,0,0,0,0,0,0,0,1,0
9,1000,1000,200,500,1.5,850,1000000,5000000,187878760479,50651283456,81566081024,50763.415407,0,0,0,0,0,0,0,0,0,1,0
1,1000,1000,300,200,1.5,750,100000,5000000,454623737891,50115911680,89091452928,86521.83941,0,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0.0,2000,100000,3000000,238213143586,38960357376,156610445312,104805.030937,1,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0.0,1600,1000000,10000000,247571367314,34927468544,103148273664,80751.747363,1,0,1,1,0,0,0,0,0,0,0
9,0,0,0,0,0.0,1500,100000,5000000,297214964329,34109128704,116538654720,88914.925379,1,0,0,0,0,0,0,1,0,0,0
9,0,0,0,0,0.0,1700,100000,5000000,348610894718,40966950912,140623065088,111471.871309,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0.0,700,1000000,5000000,133393209651,14823141376,47491579904,25910.158698,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0,1000,10000,5000000,148116190552,22315995136,69700268032,55925.444697,1,0,1,0,0,0,0,1,0,0,0
9,0,0,0,0,0.0,600,1000000,10000000,87827932783,10163785728,43667640320,17107.236241,1,0,1,1,0,0,0,0,0,0,0
9,0,0,0,0,0.0,1000,100000,10000000,192061821472,22593736704,79835299840,45941.670898,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0.0,500,100000,5000000,247535115748,14021586944,40576729088,33907.362998,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0.0,650,100000,5000000,104839065021,14430744576,21343920128,15830.301559,1,0,0,0,0,0,0,0,0,0,0
1,1500,1000,50,200,1.5,500,10000,1000000,485796291681,33394290688,75176108032,75418.725741,0,0,0,0,0,0,0,0,0,1,0
1,1500,1500,200,300,1.0,1000,10000,5000000,186299467212,53238554624,79048499200,132546.522638,0,0,1,0,0,0,0,1,0,1,0
1,500,500,500,300,1.5,300,100000,5000000,140009213362,92509630464,25984589824,46746.057829,0,0,0,0,0,1,0,0,0,1,0
60,500,500,300,150,1.5,150,100000,5000000,25242346393,15088947200,8884105216,5102.970248,0,0,0,0,0,1,0,0,0,1,0
1,1000,1000,200,300,1.5,150,10000,500000,66159365876,9775853568,10324586496,7589.920389,0,0,0,0,0,1,0,0,0,1,0
1,500,500,200,100,1.5,100,10000,1000000,16660041509,8523235328,5877092352,2300.200418,0,0,1,0,0,1,0,0,0,1,0
1,1500,1500,50,500,1.5,200,100000,10000000,104900324181,13433651200,15972134912,10476.029985,0,0,0,0,0,0,0,1,0,1,0
100,1000,1000,500,500,1.0,200,10000,1000000,33862070458,11548725248,13269180416,3480.283519,0,0,0,0,0,0,0,1,0,1,0
9,700,700,600,500,1.0,150,100000,10000000,30386180247,9053532160,9059319808,3049.066294,0,0,0,0,0,0,0,1,0,1,0
60,700,700,200,50,1.0,150,10000,1000000,25583364416,8799186944,9023270912,2709.961082,0,0,0,0,0,0,0,1,0,1,0
1,500,500,500,100,1.0,100,100000,5000000,50399802905,6797037568,6430121984,4559.247544,0,0,0,0,0,0,0,1,0,1,0
90,1700,1700,100,500,1.0,100,10000,1000000,16649293683,5918138368,5837766656,1622.953351,0,0,0,0,0,0,0,1,0,1,0
100,1500,1500,500,600,1.5,850,100000,2000000,164352805146,38365036544,69442052096,34664.251814,0,0,1,0,0,0,1,0,0,1,0
90,1500,1500,500,900,1.5,1000,100000,5000000,229681865952,49469243392,84109950976,76367.478317,0,0,1,0,0,0,0,0,0,1,0
1,1500,1500,500,1000,1.5,1000,10000,1000000,564312734937,66653052928,126019350528,110354.217136,0,0,0,0,0,0,0,1,0,1,0
9,1000,1000,500,1000,1.0,1000,10000,1000000,180243982036,48196026368,76378505216,91523.812183,0,0,1,0,0,0,0,1,0,1,0
1,1000,1000,500,800,1.5,800,10000,1000000,154919051855,38151589888,51847720960,34692.593373,0,0,1,1,0,0,0,0,0,1,0
9,500,500,400,700,1.0,700,100000,100000,153445777082,41673060352,55914512384,32987.553663,0,0,0,0,0,0,0,1,0,1,0
90,1000,1000,300,200,1.0,700,10000,100000,122734037843,39487541248,49968762880,30591.635499,0,0,0,0,0,0,0,1,0,1,0
9,1500,1500,500,100,4.8,1000,10000,5000000,536102692609,60400283648,137064640512,129731.302218,0,0,0,0,0,0,0,0,0,1,0
1,1000,1000,400,500,1.5,1000,100000,100000000,592526938280,82180399104,137503694848,122715.946553,0,0,0,0,0,0,1,0,0,1,0
9,1000,1000,300,400,2.5,1000,100000,10000000,251540446114,55266095104,90299961344,67268.404286,0,0,0,1,0,0,0,0,0,1,0
1,1000,1000,100,300,1.5,600,10000,5000000,292776273391,401440202752,69733195776,274664.622773,0,0,0,0,0,1,0,0,0,1,0
1,500,500,500,600,3.5,650,100000,5000000,393476237099,43749421056,74999005184,76181.047928,0,0,0,0,0,0,0,0,0,1,0
1,500,500,100,100,1.5,500,100000,1000000,304079054975,33364619264,55519014912,53420.313009,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,100,500,1.5,600,1000000,10000000,134920624251,28071956480,51360202752,27359.292717,0,0,1,1,0,0,0,0,0,1,0
1,500,500,150,300,3.5,700,10000,1000000,640276875684,42223140864,151282360320,142955.817394,0,0,0,0,0,0,1,0,0,1,0
90,500,500,200,300,1.5,700,10000,1000000,128384015793,30313455616,48600375296,29397.077533,0,0,1,1,0,0,0,0,0,1,0
9,1000,1000,250,400,3.5,700,100000,100000000,171620171132,50588594176,54311993344,34827.966865,0,0,0,0,0,0,1,0,0,1,0
9,1500,1500,300,300,1.5,700,10000,1000000,167594205755,37214330880,58443530240,35325.363864,0,0,0,1,0,0,0,0,0,1,0
90,500,500,500,100,1.0,400,10000,100000,69909005254,22632894464,30706065408,12403.423075,0,0,0,0,0,0,0,1,0,1,0
90,1500,1500,200,50,2.5,500,100000,1000000,113926904347,27157118976,35903160320,19726.285012,0,0,0,1,0,0,0,0,0,1,0
90,500,500,300,500,1.5,400,10000,1000000,152798429751,20103938048,35787866112,28391.022849,0,0,1,0,0,0,0,0,0,1,0
9,1500,1500,200,100,1.5,500,10000,100000,160455175894,21932474368,36582158336,21507.863761,0,0,1,0,0,0,1,0,0,1,0
1,1500,1500,500,200,1.5,600,10000,1000000,107175528504,28619530240,47610417152,21054.405515,0,0,1,1,0,0,0,0,0,1,0
1,1000,1000,50,600,1.0,400,10000,100000,218570943137,25916841984,45342400512,30623.683244,0,0,0,0,0,0,0,1,0,1,0
9,1500,1500,150,100,3.5,400,10000,500000,100762580296,23857582080,33880936448,15640.71007,0,0,0,0,0,0,0,0,0,1,0
1,1500,1500,250,350,2.5,400,100000,1000000,227235308503,25008283648,44870123520,29018.517422,0,0,0,1,0,0,0,0,0,1,0
9,1500,1500,100,300,1.5,400,10000,500000,82471873370,89828671488,33573187584,67528.064679,0,0,0,0,0,1,0,0,0,1,0
30,1000,1000,100,300,3.5,400,10000,1000000,136309705827,17581146112,34206920704,17601.811544,0,0,1,0,0,0,1,0,0,1,0
1,1000,1000,300,300,1.5,400,100000,1000000,81649435875,19962085376,31482212352,11767.048921,0,0,1,1,0,0,0,0,0,1,0
1,1000,1000,100,700,1.0,400,10000,1000000,73139128555,21498118144,32748781568,19679.288397,0,0,1,0,0,0,0,1,0,1,0
9,1000,1000,50,400,6.0,400,100000,5000000,105270267043,20478742528,32542695424,25503.723035,0,0,1,0,0,0,0,0,0,1,0
1,500,500,500,1000,1.5,600,1000000,10000000,155188115114,32108941312,53014917120,30494.90521,0,0,1,1,0,0,0,0,0,1,0
9,1000,1000,300,200,2.5,500,1000000,1000000,108015510737,27653595136,35216338944,19707.029936,0,0,0,1,0,0,0,0,0,1,0
1,500,500,100,100,1.5,500,100000,1000000,304078826727,33364619264,55519014912,52067.839222,0,0,0,0,0,0,0,0,0,1,0
1,700,700,200,300,1.0,700,100000,5000000,134844607894,37862445056,53695074304,61177.139505,0,0,1,0,0,0,0,1,0,1,0
1,500,500,500,600,3.5,650,100000,5000000,393476197435,43749421056,74999005184,75551.311526,0,0,0,0,0,0,0,0,0,1,0
9,1000,1000,300,700,1.5,700,1000000,5000000,152076691422,41691275264,55636951040,35587.836961,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,100,500,1.5,600,1000000,10000000,134920240727,28071956480,51360202752,25598.185672,0,0,1,1,0,0,0,0,0,1,0
90,0,0,0,0,0.0,3600,100000,10000000,484271715770,93930082304,273039560704,346805.421805,1,0,0,1,0,0,0,0,0,0,0
1,1000,1000,400,200,1.5,550,10000,5000000,258711419121,153773088768,67183632384,115619.118172,0,0,0,0,0,1,0,0,0,1,0
90,1000,1000,150,50,1.5,600,10000,5000000,104395123367,279368515584,48105594880,173105.656201,0,0,1,0,0,1,0,0,0,1,0
1,1000,1000,300,300,1.0,550,10000,100000,296018130247,35628666880,62481670144,44848.37865,0,0,0,0,0,0,0,1,0,1,0
1,1000,1000,300,500,3.5,550,10000,1000000,443172998044,33202454528,89929977856,76910.138975,0,0,0,0,0,0,1,0,0,1,0
1,1000,1000,50,450,2.5,550,100000,5000000,307576853859,34334904320,66414071808,48669.746968,0,0,0,1,0,0,0,0,0,1,0
1,1500,1500,250,300,3.5,550,100000,5000000,321281529834,36709928960,65313157120,50169.522191,0,0,0,0,0,0,0,0,0,1,0
90,1500,1500,500,300,1.0,600,10000,1000000,98448512130,28339175424,46026424320,24974.018446,0,0,1,0,0,0,0,1,0,1,0
9,1000,1000,300,500,3.5,600,10000,1000000,208370522315,26543702016,57975857152,31777.379942,0,0,1,0,0,0,1,0,0,1,0
90,1500,1500,50,600,1.5,600,100000,1000000,180712761322,27296739328,52162678784,30388.803761,0,0,1,1,0,0,0,0,0,1,0
1,900,900,100,350,1.5,600,100000,5000000,169251120485,32678457344,55224500224,50507.99932,0,0,1,0,0,0,0,0,0,1,0
1,1500,1500,350,500,1.5,1100,100000,1000000,652776573154,73329303552,144957272064,142390.164036,0,0,0,0,0,0,0,0,0,1,0
90,1500,1500,250,400,1.5,900,100000,5000000,165733893681,368982900736,78305816576,335650.339342,0,0,0,0,0,1,0,0,0,1,0
90,0,0,0,0,0.0,2000,100000,3000000,236814910551,34677735424,151890980864,107185.873,1,0,1,0,0,0,0,1,0,0,0
90,1500,1500,150,600,15.0,850,100000,100000000,146265556604,37707186176,69400829952,42252.161129,0,0,1,1,0,0,0,0,0,1,0
1,1200,1200,300,400,1.5,950,100000,100000000,178330512980,47512604672,75205615616,76563.303402,0,0,1,1,0,0,0,0,0,1,0
1,1500,1500,300,500,1.5,900,100000,100000000,529198435830,70670761984,122622308352,103928.171491,0,0,0,0,0,0,1,0,0,1,0
9,1000,1000,350,650,1.5,1050,100000,100000000,263493546661,77617594368,92511961088,67238.360142,0,0,0,0,0,0,1,0,0,1,0
9,1500,1500,100,150,9.5,500,100000,100000000,122079755111,35430961152,35167522816,21709.37999,0,0,0,0,0,0,1,0,0,1,0
1,1500,1500,150,300,1.5,750,100000,100000000,437683191337,59140689920,77812785152,78654.053736,0,0,0,0,0,0,1,0,0,1,0
9,1500,1500,250,500,1.5,1000,100000,5000000,178503889235,50611101696,76644487168,73001.000596,0,0,1,0,0,0,0,1,0,1,0
1,1500,1500,300,600,1.5,800,100000,5000000,143379553050,43258560512,52657999872,54984.028401,0,0,1,0,0,0,0,1,0,1,0
90,900,900,50,300,1.5,900,100000,5000000,194799825099,43988942848,79745396736,91455.612414,0,0,1,0,0,0,0,1,0,1,0
1,0,0,0,0,0.0,3600,10000,0,216783806265,68468252672,103918923776,129666.911079,1,1,0,0,1,0,0,0,0,0,0
9,1000,1000,50,500,1.5,750,100000,5000000,205383912376,38674104320,56409743360,73118.466579,0,0,1,0,0,0,0,0,0,1,0
1,1500,1500,300,300,4.8,950,100000,5000000,261503449575,51394461696,88854097920,90098.377641,0,0,1,0,0,0,0,0,0,1,0
90,1500,1500,300,100,1.5,950,100000,1000000,166959946805,55264722944,76275085312,47144.213896,0,0,0,0,0,0,0,1,0,1,0
1,1000,1000,100,300,1.5,850,100000,5000000,488210402555,56649183232,109946290176,95143.25995,0,0,0,0,0,0,0,1,0,1,0
9,500,500,50,200,1.5,750,1000000,5000000,166549339483,44637204480,54901211136,40143.056766,0,0,0,0,0,0,0,1,0,1,0
90,1500,1500,50,30,1.5,550,10000,5000000,110176173012,424037376000,49833914368,342232.372661,0,0,0,0,0,1,0,0,0,1,0
90,1500,1500,200,50,1.5,650,100000,1000000,112963359656,37883867136,48856674304,24310.397649,0,0,0,0,0,0,0,1,0,1,0
90,1500,1500,100,200,1.0,550,100000,1000000,95946148597,31803891712,46264479744,19058.058699,0,0,0,0,0,0,0,1,0,1,0
90,1200,1200,100,500,2.5,1000,100000,10000000,197175597386,54264373248,82173804544,58432.19794,0,0,0,1,0,0,0,0,0,1,0
1,1500,1500,100,250,1.5,950,100000,1000000,594131168161,63313211392,145027297280,133625.162876,0,0,0,0,0,0,0,0,0,1,0
9,1000,1000,200,500,1.5,850,1000000,5000000,187878760479,50651283456,81566081024,50763.415407,0,0,0,0,0,0,0,0,0,1,0
1,1000,1000,300,200,1.5,750,100000,5000000,454623737891,50115911680,89091452928,86521.83941,0,0,0,0,0,0,0,0,0,1,0
9,0,0,0,0,0.0,2000,100000,3000000,238213143586,38960357376,156610445312,104805.030937,1,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0.0,1600,1000000,10000000,247571367314,34927468544,103148273664,80751.747363,1,0,1,1,0,0,0,0,0,0,0
9,0,0,0,0,0.0,1500,100000,5000000,297214964329,34109128704,116538654720,88914.925379,1,0,0,0,0,0,0,1,0,0,0
9,0,0,0,0,0.0,1700,100000,5000000,348610894718,40966950912,140623065088,111471.871309,1,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0.0,700,1000000,5000000,133393209651,14823141376,47491579904,25910.158698,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0,1000,10000,5000000,148116190552,22315995136,69700268032,55925.444697,1,0,1,0,0,0,0,1,0,0,0
9,0,0,0,0,0.0,600,1000000,10000000,87827932783,10163785728,43667640320,17107.236241,1,0,1,1,0,0,0,0,0,0,0
9,0,0,0,0,0.0,1000,100000,10000000,192061821472,22593736704,79835299840,45941.670898,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0.0,500,100000,5000000,247535115748,14021586944,40576729088,33907.362998,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0.0,650,100000,5000000,104839065021,14430744576,21343920128,15830.301559,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0.0,300,10000,0,13582559892,4635529216,5883039744,1792.988191,1,1,0,0,1,0,0,0,0,0,0
1,1500,1000,50,200,1.5,500,10000,1000000,485796291681,33394290688,75176108032,75418.725741,0,0,0,0,0,0,0,0,0,1,0
1,1500,1500,200,300,1.0,1000,10000,5000000,186299467212,53238554624,79048499200,132546.522638,0,0,1,0,0,0,0,1,0,1,0
1,0,0,0,0,0.0,3600,10000,0,216785723650,68468252672,103918923776,139032.880231,1,1,0,0,1,0,0,0,0,0,0
1,500,500,500,300,1.5,300,100000,5000000,140009213362,92509630464,25984589824,46746.057829,0,0,0,0,0,1,0,0,0,1,0
60,500,500,300,150,1.5,150,100000,5000000,25242346393,15088947200,8884105216,5102.970248,0,0,0,0,0,1,0,0,0,1,0
1,1000,1000,200,300,1.5,150,10000,500000,66159365876,9775853568,10324586496,7589.920389,0,0,0,0,0,1,0,0,0,1,0
1,500,500,200,100,1.5,100,10000,1000000,16660041509,8523235328,5877092352,2300.200418,0,0,1,0,0,1,0,0,0,1,0
1,1500,1500,50,500,1.5,200,100000,10000000,104900324181,13433651200,15972134912,10476.029985,0,0,0,0,0,0,0,1,0,1,0
100,1000,1000,500,500,1.0,200,10000,1000000,33862070458,11548725248,13269180416,3480.283519,0,0,0,0,0,0,0,1,0,1,0
9,700,700,600,500,1.0,150,100000,10000000,30386180247,9053532160,9059319808,3049.066294,0,0,0,0,0,0,0,1,0,1,0
60,700,700,200,50,1.0,150,10000,1000000,25583364416,8799186944,9023270912,2709.961082,0,0,0,0,0,0,0,1,0,1,0
1,500,500,500,100,1.0,100,100000,5000000,50399802905,6797037568,6430121984,4559.247544,0,0,0,0,0,0,0,1,0,1,0
90,1700,1700,100,500,1.0,100,10000,1000000,16649293683,5918138368,5837766656,1622.953351,0,0,0,0,0,0,0,1,0,1,0
100,1500,1500,500,600,1.5,850,100000,2000000,164352805146,38365036544,69442052096,34664.251814,0,0,1,0,0,0,1,0,0,1,0
90,1500,1500,500,900,1.5,1000,100000,5000000,229681865952,49469243392,84109950976,76367.478317,0,0,1,0,0,0,0,0,0,1,0
1,1500,1500,500,1000,1.5,1000,10000,1000000,564312734937,66653052928,126019350528,110354.217136,0,0,0,0,0,0,0,1,0,1,0
9,1000,1000,500,1000,1.0,1000,10000,1000000,180243982036,48196026368,76378505216,91523.812183,0,0,1,0,0,0,0,1,0,1,0
1,1000,1000,500,800,1.5,800,10000,1000000,154919051855,38151589888,51847720960,34692.593373,0,0,1,1,0,0,0,0,0,1,0
9,500,500,400,700,1.0,700,100000,100000,153445777082,41673060352,55914512384,32987.553663,0,0,0,0,0,0,0,1,0,1,0
90,1000,1000,300,200,1.0,700,10000,100000,122734037843,39487541248,49968762880,30591.635499,0,0,0,0,0,0,0,1,0,1,0
9,1500,1500,500,100,4.8,1000,10000,5000000,536102692609,60400283648,137064640512,129731.302218,0,0,0,0,0,0,0,0,0,1,0
